鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
汐止區,房地(土地+建物)+車位,樟樹二路451~480號,22.76,都市：其他:第二種住宅區,,,1100220,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060518,166.23000000000002,3,2,2,有,有,15750000,99244,坡道平面,24.66,1700000,,RPPOMLOLLHGGFDF87EA,82.32,1.19,11.52,,
淡水區,房地(土地+建物)+車位,義山路一段181~210號,23.27,都市：其他:第五種住宅區,,,1100207,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040316,160.72,3,2,2,有,有,10200000,68142,坡道平面,30.11,1300000,其他增建;,RPUOMLOLLHGGFEF48EA,75.18,6.45,7.61,有,0330
淡水區,房地(土地+建物),北新路181~210號,12.5,都市：其他:住宅區,,,1100228,土地1建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,71.5,2,1,1,有,有,5150000,72028,,0.0,0,,RPXNMLPLLHGGFEF78EA,46.08,0.0,7.11,有,0331
八里區,房地(土地+建物),龍米路二段1~30號,9.88,都市：其他:住宅區,,,1100227,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970411,114.92,3,2,2,有,有,6680000,58127,,0.0,0,陽台外推;,RPOOMLPLLHGGFEF97EA,65.29,2.04,11.16,,
淡水區,房地(土地+建物)+車位,崁頂三路181~210號,13.78,都市：其他:第六種住宅區,,,1100306,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,111.72999999999999,2,2,1,有,有,6250000,55938,升降機械,15.57,0,,RPVPMLPLLHGGFEF78EA,56.15,6.14,5.04,有,0332
淡水區,房地(土地+建物),沙崙路211~240號,8.48,都市：其他:住宅區,,,1100309,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840114,108.41999999999999,2,1,2,有,有,5300000,48884,,0.0,0,,RPOOMLOLLHGGFEF87EA,91.82,1.43,2.88,有,0333
三重區,房地(土地+建物),重新路四段91~120號,7.66,都市：其他:住宅區,,,1100220,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,80.58,2,2,1,有,有,11330000,140606,,0.0,0,,RPURMLOLLHGGFGF98EA,45.0,0.0,15.32,,
中和區,房地(土地+建物),中正路661~690號,4.29,都市：其他:住宅區,,,1100310,土地1建物1車位0,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871027,58.11,1,1,1,有,有,7300000,125624,,0.0,0,其他增建;,RPTNMLPLLHGGFHF68EA,39.56,0.0,3.21,,
三重區,房地(土地+建物)+車位,集賢路91~120號,54.13,都市：其他:住宅區,,,1100221,土地1建物1車位3,二十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000527,386.86,3,2,4,有,有,42080000,133373,坡道平面,118.59,6300000,,RPPNMLPLLHGGFGF18EA,165.56,1.96,16.02,,
八里區,房地(土地+建物),龍米路一段181~210號,5.43,都市：其他:住宅區,,,1100221,土地1建物1車位0,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941205,67.83,1,1,1,有,有,4200000,61920,,0.0,0,陽台改為湯屋,RPUNMLPLLHGGFEF48EA,41.19,0.0,5.26,,
汐止區,房地(土地+建物)+車位,康寧街751巷1~30號,17.45,都市：其他:風景區,,,1100204,土地2建物1車位1,二十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,161.93,2,2,1,有,有,8000000,49404,坡道平面,37.36,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLPLLHGGFDF87EA,142.05,0.0,11.06,,
林口區,房地(土地+建物)+車位,文化三路一段361~390號,16.48,都市：其他:中心商業區,,,1100304,土地2建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,172.74,2,2,2,有,有,14700000,85099,坡道平面,34.76,0,本件買賣土增稅268002元由買方繳納,RPOTMLOLLHGGFBF08EA,85.58,0.0,11.56,,
樹林區,房地(土地+建物)+車位,學勤路391~420號,10.71,都市：其他:商業區,,,1100206,土地1建物1車位1,十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,140.2,2,2,1,有,有,12750000,90942,坡道平面,39.83,0,,RPTRMLOLLHGGFIF98DA,62.79,0.0,5.51,有,0370
三峽區,房地(土地+建物)+車位,復興路151~180號,13.73,都市：其他:道路用地,,,1100219,土地2建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830510,163.09,4,2,2,有,有,12000000,73579,坡道平面,0.0,0,,RPPPMLOLLHGGFIF38DA,92.95,0.21,9.7,,
三峽區,房地(土地+建物),中華路75巷1~30號,27.55,都市：其他:住宅區,,,1100119,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851101,143.01,4,2,2,有,有,12600000,88106,,0.0,0,,RPWOMLTKLHGGFIF76DA,105.52,0.0,9.12,,
鶯歌區,房地(土地+建物),建國路121~150號,13.01,都市：其他:商業區,,,1100223,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951026,113.07,3,2,2,有,有,9300000,82250,,0.0,0,,RPVNMLMKLHGGFIF48DA,78.73,0.0,7.19,有,0373
永和區,房地(土地+建物),保生路22巷1~30號,7.95,都市：其他:道路用地,,,1100201,土地3建物1車位0,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,117.46000000000001,2,2,2,有,有,20200000,171973,,0.0,0,陽台外推;,RPQQMLSKLHGGFHF78DA,73.01,3.62,10.93,有,0380
中和區,房地(土地+建物)+車位,中興街211~240號,19.94,都市：其他:住宅區,,,1100312,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971009,174.89,3,2,2,有,有,21980000,125679,坡道平面,20.39,0,陽台外推;,RPXPMLRKLHGGFHF66DA,86.16,5.64,14.15,,
中和區,房地(土地+建物),景平路989巷1~30號,9.36,都市：其他:住宅區,,,1100131,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980806,95.19,2,2,2,有,有,13400000,140771,,0.0,0,,RPXQMLKKLHGGFHF68DA,65.23,0.0,2.44,,
中和區,房地(土地+建物),成功路121~150號,7.74,都市：其他:住宅區,,,1100209,土地1建物1車位0,二十七層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,126.84,2,2,2,有,有,16080000,126774,,0.0,0,,RPXOMLOJLHGGFHF78DA,84.93,0.0,4.86,,
三重區,房地(土地+建物),三和路二段181~210號,4.02,都市：其他:商業區,,,1100220,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951019,45.05,1,1,1,有,有,5730000,127192,,0.0,0,陽台外推;,RPPRMLOLLHGGFGF38DA,16.59,0.87,11.79,,
三重區,房地(土地+建物),福德南路31~60號,11.74,都市：其他:商業區,,,1100208,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910405,96.2,2,2,1,有,有,14200000,147609,,0.0,0,,RPPSMLNLLHGGFGF38DA,62.36,0.0,10.4,,
三重區,房地(土地+建物)+車位,集英路91~120號,36.45,都市：其他:商業區,,,1100129,土地1建物1車位2,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702,332.91999999999996,4,2,3,有,有,44120000,132524,坡道平面,62.09,0,,RPTSMLNLLHGGFGF78DA,171.38,10.23,6.55,有,0383
三重區,房地(土地+建物)+車位,重陽路一段26巷31~60號,22.34,都市：其他:人行步道用地,,,1100301,土地2建物1車位1,十四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,260.11,4,2,3,有,有,38000000,146092,坡道平面,37.74,0,,RPVPMLPLLHGGFGF88DA,132.65,14.37,11.92,,
淡水區,房地(土地+建物)+車位,中山北路二段189巷91~120號,42.35,都市：其他:第三種住宅區。,,,1100219,土地1建物1車位2,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990615,253.95999999999998,4,2,2,有,有,22000000,86628,坡道平面,0.0,0,有債務免除220萬二親等買賣親友、員工、共有人或其他特殊關係間之交易;,RPROMLQLLHGGFEF28DA,131.93,2.48,19.7,,
淡水區,房地(土地+建物),新市一路一段181~210號,17.03,都市：其他:第五種住宅區,,,1100210,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,109.3,3,2,2,有,有,7800000,71363,,0.0,0,,RPTPMLQLLHGGFEF58DA,65.69,4.83,5.69,有,0387
淡水區,房地(土地+建物)+車位,新市二路四段230巷61~90號,25.79,都市：其他:第五種住宅區,,,1100218,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,175.63,3,2,2,有,有,14350000,81706,坡道平面,30.15,0,房屋款折讓56000元整.,RPORMLTLLHGGFEF58DA,91.55,0.0,8.14,,
淡水區,房地(土地+建物)+車位,新民街31~60號,26.95,都市：其他:住宅區,,,1100218,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811125,219.03,4,2,2,有,有,9300000,42460,坡道平面,0.0,0,,RPRPMLQKLHGGFEF28DA,133.88,4.35,14.26,,
淡水區,房地(土地+建物),新春街121~150號,9.37,都市：其他:住宅區,,,1100310,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,70.31,2,1,1,有,有,2660000,37832,,0.0,0,,RPPTMLRKLHGGFEF58DA,38.06,0.0,6.95,,
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1100227,土地1建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5980000,68894,坡道平面,25.02,0,,RPQOMLPKLHGGFEF97DA,35.65,1.96,4.03,有,0392
淡水區,房地(土地+建物)+車位,濱海路三段571~600號,61.68,都市：其他:第三種住宅區。,,,1091202,土地1建物1車位2,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080524,360.05,0,0,0,無,有,42800000,132176,坡道平面,53.64,2300000,,RPXOMLTKKHGGFEF98DA,174.62,0.0,26.24,,
汐止區,房地(土地+建物),新臺五路二段211~240號,11.47,都市：其他:第二種住宅區,,,1100304,土地4建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961123,96.53999999999999,2,2,2,有,有,6600000,68365,,0.0,0,夾層;,RPXOMLOLLHGGFDF58DA,57.58,0.0,8.02,有,0393
汐止區,房地(土地+建物)+車位,建成路59巷61~90號,10.47,都市：其他:第二種住宅區,,,1100128,土地2建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,104.67,3,2,2,有,有,10600000,101271,坡道平面,28.22,0,其他:夾層其他增建;,RPSPMLOLLHGGFDF18DA,52.14,1.3,6.65,,
汐止區,房地(土地+建物),湖前街1~30號,19.74,都市：其他:第二種住宅區,,,1100130,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831101,127.69999999999999,3,2,2,有,有,12110000,94832,,0.0,0,陽台外推;,RPQOMLPLLHGGFDF97DA,98.78,0.0,11.79,,
汐止區,房地(土地+建物)+車位,康寧街631~660號,10.64,都市：其他:第二種住宅區,,,1100303,土地2建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,80.78,1,1,1,有,有,5800000,106822,坡道平面,39.59,1400000,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPXPMLMLLHGGFDF48DA,26.36,0.0,6.09,,
汐止區,房地(土地+建物),新臺五路二段61~90號,10.33,都市：其他:第二種住宅區,,,1100228,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880812,101.96000000000001,2,2,2,有,有,11800000,115732,,0.0,0,陽台外推;,RPUNMLQKLHGGFDF28DA,72.07,0.0,9.93,,
林口區,房地(土地+建物)+車位,文化二路一段20巷25弄1~30號,6.63,都市：其他:第五種住宅區,,,1100228,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,69.18,1,0,1,有,有,4500000,65048,坡道平面,0.0,0,,RPVOMLOLLHGGFBF18DA,19.32,0.0,2.35,,
林口區,房地(土地+建物)+車位,仁愛路二段481~510號,19.42,都市：其他:中心商業區,,,1100221,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,191.24,3,2,2,有,有,15000000,89656,坡道平面,41.78,1600000,,RPSOMLLLKHGGFBF47DA,89.86,0.0,9.4,,
板橋區,房地(土地+建物)+車位,文化路一段331~360號,3.35,都市：其他:住宅區,,,1100306,土地1建物1車位1,四層,四十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,83.34,1,1,1,有,有,12800000,153588,坡道平面,33.7,0,陽台外推;,RPOPMLPLLHGGFAF57DA,27.86,0.0,4.59,,
土城區,房地(土地+建物),清水路331~360號,4.65,都市：其他:第二種住宅區,,,1100221,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851220,63.77,2,2,1,有,有,7150000,112122,,0.0,0,,RPROMLQLLHGGFAF87DA,48.69,1.38,4.06,有,0414
五股區,房地(土地+建物)+車位,登林路61~90號,15.49,都市：其他:住宅區,,,1100129,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,128.4,4,1,2,有,有,7600000,59190,坡道平面,0.0,0,夾層;,RPXNMLMJKHGGFBF77DA,58.35,0.0,9.42,,
板橋區,房地(土地+建物),民生路三段301~330號,1.85,都市：其他:住宅區,,,1100209,土地1建物1車位0,十九層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,56.26,2,1,1,有,有,8050000,143086,,0.0,0,夾層;其他增建;,RPURMLNJLHGGFAF97DA,38.18,0.0,0.04,,
板橋區,房地(土地+建物)+車位,長江路二段31~60號,6.6,都市：其他:住宅區,,,1100224,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,126.42,3,2,2,有,有,15800000,124980,坡道機械,16.23,0,陽台外推;,RPROMLOJLHGGFAF47DA,73.53,0.92,12.39,有,0419
土城區,房地(土地+建物)+車位,學府路二段61~90號,17.55,都市：其他:第一種住宅區,,,1091229,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960125,143.07,3,0,2,有,有,15800000,110435,坡道平面,30.69,0,陽台外推;其他增建;,RPVRMLNJLHGGFAF08DA,66.83,2.42,8.78,有,0422
板橋區,房地(土地+建物)+車位,金門街31巷31~60號,12.56,都市：其他:第一種住宅區,,,1100304,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,82.99000000000001,1,1,1,有,有,6580000,94829,坡道平面,29.42,1500000,,RPRPMLTKLHGGFAF18DA,32.28,0.0,4.15,,
板橋區,房地(土地+建物),新海路151~180號,2.74,都市：其他:商業區,,,1100301,土地1建物1車位0,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900724,49.49,1,2,1,有,有,8860000,179026,,0.0,0,夾層;其他增建;,RPPNNLQKLHGGFAF57DA,32.88,0.0,3.64,,
土城區,房地(土地+建物)+車位,中央路四段279巷1~30號,17.24,都市：其他:住宅區,,,1100203,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,188.54000000000002,3,2,2,有,有,13800000,91651,坡道平面,68.52,2800000,,RPUPMLPLLHGGFAF18DA,77.46,0.8,12.61,,
板橋區,房地(土地+建物)+車位,文化路一段331~360號,3.02,都市：其他:住宅區,,,1100217,土地1建物1車位1,二十三層,四十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,76.19,1,1,1,有,有,11850000,231765,坡道平面,33.69,2000000,陽台外推;夾層;,RPXWMLNLLHGGFAF98DA,22.93,0.0,5.03,有,0430
新莊區,房地(土地+建物),民安路188巷8弄1~30號,5.0,都市：其他:商業區,,,1100225,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,56.25,1,1,1,有,有,6200000,110222,,0.0,0,陽台外推;夾層;其他增建;,RPTSMLPKLHGGFBF38DA,33.17,0.0,6.22,,
新莊區,房地(土地+建物),中華路二段301~330號,10.09,都市：其他:住宅區,,,1100301,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840608,68.09,3,1,1,有,有,9300000,136584,,0.0,0,陽台外推;,RPUSMLNLLHGGFBF38DA,48.59,0.0,8.4,有,0436
新莊區,房地(土地+建物)+車位,昌平街61~90號,18.75,都市：其他:住宅區,,,1100220,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,142.51,3,2,2,有,有,12000000,84205,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLTLLHGGFBF97DA,69.21,0.0,8.02,,
新店區,房地(土地+建物)+車位,達觀路1~30號,56.34,,山坡地保育區,丙種建築用地,1100218,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850514,147.87,3,2,2,有,有,8800000,59512,坡道平面,0.0,0,,RPPOMLSJLHGGFCF87DA,76.3,0.0,13.23,有,0439
新店區,房地(土地+建物),寶橋路78巷31~60號,12.51,都市：其他:住宅區,,,1091217,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,130.35000000000002,3,2,2,有,有,23430000,179747,,0.0,0,其他增建;,RPPNMLNLLHGGFCF47DA,78.48,8.0,5.7,有,0442
新店區,房地(土地+建物),安成街2巷1~30號,11.97,都市：其他:第三種住宅區。,,,1100301,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030708,92.54,2,2,1,有,有,10000000,108061,,0.0,0,,RPOPMLQKLHGGFCF77DA,57.08,2.96,3.32,有,0443
新店區,房地(土地+建物),安成街2巷1~30號,11.21,都市：其他:第三種住宅區。,,,1100206,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030708,92.02000000000001,2,2,1,有,有,10980000,119322,,0.0,0,陽台外推;,RPQQMLOLLHGGFCF97DA,53.28,1.48,8.23,有,0444
新店區,房地(土地+建物),北新路二段121~150號,2.69,都市：其他:商業區,,,1090819,土地8建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951109,35.47,1,0,1,有,有,7200000,202988,,0.0,0,夾層;其他增建;,RPWNMLOLLHGGFCF28DA,23.47,1.89,0.0,有,0446
汐止區,房地(土地+建物),大同路三段601~630號,9.38,都市：其他:第二種住宅區,,,1100228,土地1建物1車位0,三十一層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,97.36999999999999,3,2,2,有,有,5750000,59053,,0.0,0,,RPXOMLQKLHGGFDF68DA,67.84,0.0,6.37,有,0447
汐止區,房地(土地+建物),新臺五路二段91~120號,2.1,都市：其他:第二種住宅區,,,1100314,土地1建物1車位0,二十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840824,36.51,1,0,1,有,有,4080000,111750,,0.0,0,,RPPPMLQKLHGGFDF97DA,24.65,0.0,3.51,,
